Region/Country/Area,Name,Year,Series,Value,Footnotes,Source
836,Zanzibar,2018,GDP in current prices (millions of US dollars),"1,621",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2019,GDP in current prices (millions of US dollars),"1,806",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,1995,GDP per capita (US dollars),235,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2005,GDP per capita (US dollars),408,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2010,GDP per capita (US dollars),655,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2015,GDP per capita (US dollars),821,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2017,GDP per capita (US dollars),944,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2018,GDP per capita (US dollars),"1,026",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2019,GDP per capita (US dollars),"1,111",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,1995,GDP in constant 2010 prices (millions of US dollars),350,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2005,GDP in constant 2010 prices (millions of US dollars),682,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2010,GDP in constant 2010 prices (millions of US dollars),888,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2015,GDP in constant 2010 prices (millions of US dollars),"1,184",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2017,GDP in constant 2010 prices (millions of US dollars),"1,348",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2018,GDP in constant 2010 prices (millions of US dollars),"1,443",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2019,GDP in constant 2010 prices (millions of US dollars),"1,545",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,1995,GDP real rates of growth (percent),3.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2005,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2010,GDP real rates of growth (percent),4.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2015,GDP real rates of growth (percent),6.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2017,GDP real rates of growth (percent),7.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2018,GDP real rates of growth (percent),7.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2019,GDP real rates of growth (percent),7.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,1995,GDP in current prices (millions of US dollars),"11,063",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2005,GDP in current prices (millions of US dollars),"7,189",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2010,GDP in current prices (millions of US dollars),"12,042",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2015,GDP in current prices (millions of US dollars),"19,963",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2017,GDP in current prices (millions of US dollars),"22,041",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2018,GDP in current prices (millions of US dollars),"24,312",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2019,GDP in current prices (millions of US dollars),"21,441",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,1995,GDP per capita (US dollars),970,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2005,GDP per capita (US dollars),595,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2010,GDP per capita (US dollars),948,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2015,GDP per capita (US dollars),"1,445",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2017,GDP per capita (US dollars),"1,548",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2018,GDP per capita (US dollars),"1,684",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2019,GDP per capita (US dollars),"1,464",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,1995,GDP in constant 2010 prices (millions of US dollars),"10,458",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2005,GDP in constant 2010 prices (millions of US dollars),"8,316",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2010,GDP in constant 2010 prices (millions of US dollars),"14,100",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2015,GDP in constant 2010 prices (millions of US dollars),"19,963",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2017,GDP in constant 2010 prices (millions of US dollars),"21,060",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2018,GDP in constant 2010 prices (millions of US dollars),"22,077",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2019,GDP in constant 2010 prices (millions of US dollars),"20,289",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,1995,GDP real rates of growth (percent),0.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2005,GDP real rates of growth (percent),-4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2010,GDP real rates of growth (percent),19.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2015,GDP real rates of growth (percent),1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2017,GDP real rates of growth (percent),4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2018,GDP real rates of growth (percent),4.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
