Region/Country/Area,Name,Year,Series,Value,Footnotes,Source
400,Jordan,1995,GDP per capita (US dollars),"1,513",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2005,GDP per capita (US dollars),"2,252",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2010,GDP per capita (US dollars),"3,737",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2015,GDP per capita (US dollars),"4,164",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2017,GDP per capita (US dollars),"4,231",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2018,GDP per capita (US dollars),"4,308",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2019,GDP per capita (US dollars),"4,405",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,1995,GDP in constant 2010 prices (millions of US dollars),"15,697",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2005,GDP in constant 2010 prices (millions of US dollars),"25,033",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2010,GDP in constant 2010 prices (millions of US dollars),"33,724",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2015,GDP in constant 2010 prices (millions of US dollars),"38,587",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2017,GDP in constant 2010 prices (millions of US dollars),"40,178",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2018,GDP in constant 2010 prices (millions of US dollars),"40,955",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2019,GDP in constant 2010 prices (millions of US dollars),"41,755",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,1995,GDP real rates of growth (percent),6.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2005,GDP real rates of growth (percent),8.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2010,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2015,GDP real rates of growth (percent),2.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2017,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2018,GDP real rates of growth (percent),1.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
400,Jordan,2019,GDP real rates of growth (percent),2.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,1995,GDP in current prices (millions of US dollars),"20,562",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2005,GDP in current prices (millions of US dollars),"57,124",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2010,GDP in current prices (millions of US dollars),"148,047",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2015,GDP in current prices (millions of US dollars),"184,388",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2017,GDP in current prices (millions of US dollars),"166,806",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2018,GDP in current prices (millions of US dollars),"179,340",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2019,GDP in current prices (millions of US dollars),"181,667",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,1995,GDP per capita (US dollars),"1,298",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2005,GDP per capita (US dollars),"3,709",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2010,GDP per capita (US dollars),"9,109",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2015,GDP per capita (US dollars),"10,493",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2017,GDP per capita (US dollars),"9,226",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2018,GDP per capita (US dollars),"9,790",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2019,GDP per capita (US dollars),"9,793",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,1995,GDP in constant 2010 prices (millions of US dollars),"58,532",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2005,GDP in constant 2010 prices (millions of US dollars),"108,382",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2010,GDP in constant 2010 prices (millions of US dollars),"146,559",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2015,GDP in constant 2010 prices (millions of US dollars),"184,388",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2017,GDP in constant 2010 prices (millions of US dollars),"194,060",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2018,GDP in constant 2010 prices (millions of US dollars),"202,016",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2019,GDP in constant 2010 prices (millions of US dollars),"211,107",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,1995,GDP real rates of growth (percent),-8.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2005,GDP real rates of growth (percent),9.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2010,GDP real rates of growth (percent),7.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2015,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2017,GDP real rates of growth (percent),4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2018,GDP real rates of growth (percent),4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
398,Kazakhstan,2019,GDP real rates of growth (percent),4.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,1995,GDP in current prices (millions of US dollars),"13,428",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2005,GDP in current prices (millions of US dollars),"21,506",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2010,GDP in current prices (millions of US dollars),"40,000",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2015,GDP in current prices (millions of US dollars),"64,008",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2017,GDP in current prices (millions of US dollars),"78,965",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2018,GDP in current prices (millions of US dollars),"87,779",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2019,GDP in current prices (millions of US dollars),"95,502",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,1995,GDP per capita (US dollars),484,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2005,GDP per capita (US dollars),587,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2010,GDP per capita (US dollars),952,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2015,GDP per capita (US dollars),"1,337",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2017,GDP per capita (US dollars),"1,572",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2018,GDP per capita (US dollars),"1,708",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2019,GDP per capita (US dollars),"1,817",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,1995,GDP in constant 2010 prices (millions of US dollars),"28,779",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2005,GDP in constant 2010 prices (millions of US dollars),"38,361",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2010,GDP in constant 2010 prices (millions of US dollars),"48,918",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2015,GDP in constant 2010 prices (millions of US dollars),"64,008",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2017,GDP in constant 2010 prices (millions of US dollars),"71,028",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2018,GDP in constant 2010 prices (millions of US dollars),"75,515",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2019,GDP in constant 2010 prices (millions of US dollars),"79,567",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,1995,GDP real rates of growth (percent),4.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2005,GDP real rates of growth (percent),5.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2010,GDP real rates of growth (percent),8.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2015,GDP real rates of growth (percent),5.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2017,GDP real rates of growth (percent),4.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2018,GDP real rates of growth (percent),6.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
404,Kenya,2019,GDP real rates of growth (percent),5.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,1995,GDP in current prices (millions of US dollars),56,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2005,GDP in current prices (millions of US dollars),112,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2010,GDP in current prices (millions of US dollars),156,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2015,GDP in current prices (millions of US dollars),169,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2017,GDP in current prices (millions of US dollars),187,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2018,GDP in current prices (millions of US dollars),197,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2019,GDP in current prices (millions of US dollars),195,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,1995,GDP per capita (US dollars),720,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2005,GDP per capita (US dollars),"1,215",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2010,GDP per capita (US dollars),"1,517",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2015,GDP per capita (US dollars),"1,525",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2017,GDP per capita (US dollars),"1,641",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2018,GDP per capita (US dollars),"1,698",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2019,GDP per capita (US dollars),"1,657",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,1995,GDP in constant 2010 prices (millions of US dollars),110,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2005,GDP in constant 2010 prices (millions of US dollars),140,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2010,GDP in constant 2010 prices (millions of US dollars),139,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2015,GDP in constant 2010 prices (millions of US dollars),169,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2017,GDP in constant 2010 prices (millions of US dollars),179,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2018,GDP in constant 2010 prices (millions of US dollars),184,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2019,GDP in constant 2010 prices (millions of US dollars),188,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,1995,GDP real rates of growth (percent),-0.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2005,GDP real rates of growth (percent),5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2010,GDP real rates of growth (percent),-0.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2015,GDP real rates of growth (percent),10.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2017,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2018,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
296,Kiribati,2019,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,1995,GDP in current prices (millions of US dollars),"5,304",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2005,GDP in current prices (millions of US dollars),"3,680",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2010,GDP in current prices (millions of US dollars),"5,830",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2015,GDP in current prices (millions of US dollars),"6,440",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2017,GDP in current prices (millions of US dollars),"7,246",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2018,GDP in current prices (millions of US dollars),"7,943",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2019,GDP in current prices (millions of US dollars),"7,953",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,1995,GDP per capita (US dollars),"2,351",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2005,GDP per capita (US dollars),"2,099",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2010,GDP per capita (US dollars),"3,430",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2015,GDP per capita (US dollars),"3,615",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2017,GDP per capita (US dollars),"4,049",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2018,GDP per capita (US dollars),"4,453",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2019,GDP per capita (US dollars),"4,473",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,1995,GDP in constant 2010 prices (millions of US dollars),"3,979",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2005,GDP in constant 2010 prices (millions of US dollars),"4,285",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2010,GDP in constant 2010 prices (millions of US dollars),"5,506",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2015,GDP in constant 2010 prices (millions of US dollars),"6,440",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2017,GDP in constant 2010 prices (millions of US dollars),"6,986",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2018,GDP in constant 2010 prices (millions of US dollars),"7,252",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2019,GDP in constant 2010 prices (millions of US dollars),"7,611",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,1995,GDP real rates of growth (percent),8.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2005,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2010,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2015,GDP real rates of growth (percent),4.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2017,GDP real rates of growth (percent),4.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2018,GDP real rates of growth (percent),3.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
412,Kosovo,2019,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,1995,GDP in current prices (millions of US dollars),"26,554",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2005,GDP in current prices (millions of US dollars),"80,798",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2010,GDP in current prices (millions of US dollars),"115,416",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2015,GDP in current prices (millions of US dollars),"114,585",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2017,GDP in current prices (millions of US dollars),"120,688",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2018,GDP in current prices (millions of US dollars),"140,665",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2019,GDP in current prices (millions of US dollars),"134,624",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,1995,GDP per capita (US dollars),"16,535",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2005,GDP per capita (US dollars),"35,591",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2010,GDP per capita (US dollars),"38,576",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2015,GDP per capita (US dollars),"29,874",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2017,GDP per capita (US dollars),"29,755",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2018,GDP per capita (US dollars),"33,999",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2019,GDP per capita (US dollars),"31,999",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,1995,GDP in constant 2010 prices (millions of US dollars),"54,453",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2005,GDP in constant 2010 prices (millions of US dollars),"90,480",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2010,GDP in constant 2010 prices (millions of US dollars),"95,861",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2015,GDP in constant 2010 prices (millions of US dollars),"114,585",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2017,GDP in constant 2010 prices (millions of US dollars),"112,381",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2018,GDP in constant 2010 prices (millions of US dollars),"113,781",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2019,GDP in constant 2010 prices (millions of US dollars),"114,268",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,1995,GDP real rates of growth (percent),1.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2005,GDP real rates of growth (percent),10.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2010,GDP real rates of growth (percent),-2.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2015,GDP real rates of growth (percent),0.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2017,GDP real rates of growth (percent),-4.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2018,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
414,Kuwait,2019,GDP real rates of growth (percent),0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
417,Kyrgyzstan,1995,GDP in current prices (millions of US dollars),"1,492",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
